name,year,dob,minutes
Samantha Lofton,2016,1992-04-29,54.0
Sammy Jo Prudhomme,2017,1993-10-25,450.0
Sandra Starke,2023,1993-07-31,413.0
Saori Takarada,2021,1999-12-27,392.0
Sarah Bouhaddi,2021,1986-10-17,1689.0
Sarah Gorden,2016,1992-09-13,110.0
Sarah Gorden,2017,1992-09-13,224.0
Sarah Gorden,2018,1992-09-13,1246.0
Sarah Gorden,2019,1992-09-13,2054.0
Sarah Gorden,2021,1992-09-13,2160.0
Sarah Gorden,2023,1992-09-13,1980.0
Sarah Gorden,2024,1992-09-13,2058.0
Sarah Griffith,2022,1999-04-30,1208.0
Sarah Griffith,2023,1999-04-30,520.0
Sarah Griffith,2024,1999-04-30,380.0
Sarah Hagen,2016,1989-11-18,588.0
Sarah Hagen,2017,1989-11-18,676.0
Sarah Luebbert,2021,1997-12-16,64.0
Sarah Luebbert,2022,1997-12-16,743.0
Sarah Puntigam,2023,1992-10-13,469.0
Sarah Puntigam,2024,1992-10-13,1589.0
Sarah Woldmoe,2016,1992-07-27,1606.0
Sarah Woldmoe,2017,1992-07-27,2034.0
Sarah Woldmoe,2018,1992-07-27,2131.0
Sarah Woldmoe,2019,1992-07-27,2160.0
Sarah Woldmoe,2021,1992-07-27,1666.0
Satara Murray,2019,1993-07-01,752.0
Satara Murray,2022,1993-07-01,750.0
Savannah DeMelo,2022,1998-03-26,1957.0
Savannah DeMelo,2023,1998-03-26,1588.0
Savannah DeMelo,2024,1998-03-26,1753.0
Savannah Jordan,2017,1995-01-24,9.0
Savannah Jordan,2018,1995-01-24,414.0
Savannah McCaskill,2018,1996-07-31,1510.0
Savannah McCaskill,2019,1996-07-31,1045.0
Savannah McCaskill,2021,1996-07-31,1949.0
Savannah McCaskill,2022,1996-07-31,1841.0
Savannah McCaskill,2023,1996-07-31,1872.0
Savannah McCaskill,2024,1996-07-31,1449.0
Savy King,2024,2005-02-07,1109.0
Scarlett Camberos,2023,2000-11-20,912.0
Scarlett Camberos,2024,2000-11-20,697.0
Schuyler DeBree,2021,1996-09-05,13.0
Sh'nia Gordon,2022,1997-04-09,83.0
Shade Pratt,2016,1993-04-02,140.0
Shae Holmes,2023,2000-03-08,222.0
Shae Holmes,2024,2000-03-08,1185.0
Shae Yáñez,2019,1997-05-22,11.0
Shae Yáñez,2023,1997-05-22,271.0
Shaelan Murison,2024,1998-03-05,10.0
Shawna Gordon,2016,1990-01-18,444.0
Shea Connors,2023,1996-04-12,1.0
Shea Groom,2016,1993-03-04,1660.0
Shea Groom,2017,1993-03-04,1778.0
Shea Groom,2018,1993-03-04,1535.0
Shea Groom,2019,1993-03-04,1036.0
Shea Groom,2021,1993-03-04,1691.0
Shea Groom,2022,1993-03-04,1227.0
Shea Groom,2023,1993-03-04,11.0
Shea Groom,2024,1993-03-04,522.0
Shelby Hogan,2022,1998-05-10,90.0
Shelby Hogan,2023,1998-05-10,90.0
Shelby Hogan,2024,1998-05-10,1890.0
Shelina Zadorsky,2016,1992-10-24,911.0
Shelina Zadorsky,2017,1992-10-24,1793.0
Shelina Zadorsky,2018,1992-10-24,2070.0
Shelina Zadorsky,2019,1992-10-24,1440.0
Shirley Cruz,2021,1985-08-28,426.0
Sierra Enge,2023,2000-02-23,1392.0
Sierra Enge,2024,2000-02-23,180.0
Simone Charley,2019,1995-02-04,496.0
Simone Charley,2021,1995-02-04,956.0
Simone Charley,2022,1995-02-04,1074.0
Simone Charley,2023,1995-02-04,57.0
Sinclaire Miramontez,2021,1998-04-11,352.0
Sinclaire Miramontez,2022,1998-04-11,271.0
Sinead Farrelly,2023,1989-11-16,811.0
Sinead Farrelly,2024,1989-11-16,1.0
So-Dam Lee,2021,1994-10-12,570.0
Sofia Huerta,2016,1992-12-14,1742.0
Sofia Huerta,2017,1992-12-14,1966.0
Sofia Huerta,2018,1992-12-14,2032.0
Sofia Huerta,2019,1992-12-14,2079.0
Sofia Huerta,2021,1992-12-14,2016.0
Sofia Huerta,2022,1992-12-14,1650.0
Sofia Huerta,2023,1992-12-14,1458.0
Sofia Huerta,2024,1992-12-14,1710.0
Sofia Jakobsson,2022,1990-04-23,1026.0
Sofia Jakobsson,2023,1990-04-23,844.0
Sofia Jakobsson,2024,1990-04-23,557.0
Sophia Smith,2021,2000-08-10,1442.0
Sophia Smith,2022,2000-08-10,1452.0
Sophia Smith,2023,2000-08-10,1163.0
Sophia Smith,2024,2000-08-10,1549.0
Sophie French,2022,1998-02-28,1.0
Sophie Hirst,2023,2000-02-25,632.0
Sophie Hirst,2024,2000-02-25,286.0
Sophie Schmidt,2019,1988-06-28,1407.0
Sophie Schmidt,2021,1988-06-28,1405.0
Sophie Schmidt,2022,1988-06-28,1573.0
Sophie Schmidt,2023,1988-06-28,1720.0
Sophie Schmidt,2024,1988-06-28,1836.0
Stefany Ferrer van Ginkel,2022,1998-10-17,19.0
Steph Catley,2016,1994-01-26,990.0
Steph Catley,2017,1994-01-26,2030.0
Steph Catley,2018,1994-01-26,1435.0
Steph Catley,2019,1994-01-26,1305.0
Stephanie Cox,2019,1986-04-03,291.0
Stephanie Cox,2021,1986-04-03,135.0
Stephanie Labbé,2016,1986-10-10,720.0
Stephanie Labbé,2017,1986-10-10,1530.0
Stephanie Labbé,2019,1986-10-10,1440.0
Stephanie McCaffrey,2016,1993-02-18,1276.0
Stephanie McCaffrey,2017,1993-02-18,364.0
Stephanie McCaffrey,2018,1993-02-18,10.0
Stephanie Ochs,2016,1990-08-29,381.0
Stephanie Ochs,2017,1990-08-29,52.0
Stephanie Verdoia,2016,1993-01-02,452.0
Stine Ballisager,2023,1994-01-03,225.0
Stine Ballisager,2024,1994-01-03,1062.0
Summer Green,2017,1995-05-02,137.0
Summer Green,2018,1995-05-02,319.0
Summer Yates,2023,2000-06-17,108.0
Summer Yates,2024,2000-06-17,1334.0
Svava Gudmundsdóttir,2023,1995-11-11,302.0
Sydney Collins,2023,1999-09-08,194.0
Sydney Leroux,2017,1990-05-07,2010.0
Sydney Leroux,2018,1990-05-07,1431.0
Sydney Leroux,2019,1990-05-07,28.0
Sydney Leroux,2021,1990-05-07,2018.0
Sydney Leroux,2022,1990-05-07,750.0
Sydney Leroux,2023,1990-05-07,518.0
Sydney Leroux,2024,1990-05-07,1743.0
Sydney Miramontez,2017,1994-10-11,450.0
Sydney Miramontez,2018,1994-10-11,639.0
Sydney Miramontez,2019,1994-10-11,210.0
Sydney Miramontez,2021,1994-10-11,1.0
Sydney Pulver,2022,1999-08-20,7.0
Tara McKeown,2021,1999-07-02,950.0
Tara McKeown,2022,1999-07-02,997.0
Tara McKeown,2023,1999-07-02,1833.0
Tara McKeown,2024,1999-07-02,2340.0
Tarciane,2024,2003-05-27,913.0
Taryn Torres,2022,1999-04-23,833.0
Taryn Torres,2024,1999-04-23,159.0
Tatumn Milazzo,2021,1998-04-17,665.0
Tatumn Milazzo,2022,1998-04-17,1951.0
Tatumn Milazzo,2023,1998-04-17,1787.0
Tatumn Milazzo,2024,1998-04-17,1133.0
Taylor Aylmer,2021,1998-09-23,241.0
Taylor Aylmer,2022,1998-09-23,737.0
Taylor Aylmer,2023,1998-09-23,93.0
Taylor Comeau,2016,1993-07-21,667.0
Taylor Comeau,2017,1993-07-21,1095.0
Taylor Comeau,2018,1993-07-21,2003.0
Taylor Comeau,2019,1993-07-21,90.0
Taylor Flint,2021,1998-11-22,1293.0
Taylor Flint,2022,1998-11-22,1366.0
Taylor Flint,2023,1998-11-22,676.0
Taylor Flint,2024,1998-11-22,2053.0
Taylor Leach,2021,1992-01-19,630.0
Taylor Leach,2022,1992-01-19,567.0
Taylor Lytle,2016,1989-03-31,1506.0
Taylor Lytle,2017,1989-03-31,1688.0
Taylor Lytle,2018,1989-03-31,449.0
Taylor Malham,2022,1999-05-20,43.0
Taylor Malham,2023,1999-05-20,217.0
Taylor Malham,2024,1999-05-20,1437.0
Taylor Otto,2021,1997-10-23,363.0
Taylor Otto,2022,1997-10-23,9.0
Taylor Porter,2021,1997-10-29,1.0
Taylor Porter,2022,1997-10-29,475.0
Taylor Porter,2023,1997-10-29,195.0
Taylor Smith,2016,1993-12-01,725.0
Taylor Smith,2017,1993-12-01,1750.0
Taylor Smith,2018,1993-12-01,2064.0
Taylor Smith,2021,1993-12-01,215.0
Taylor Smith,2022,1993-12-01,1262.0
Taylor Smith,2023,1993-12-01,454.0
Tegan McGrady,2019,1997-10-11,392.0
Tegan McGrady,2021,1997-10-11,780.0
Tegan McGrady,2022,1997-10-11,840.0
Temwa Chawinga,2024,1998-09-20,2144.0
Tess Boade,2022,1999-02-03,330.0
Tess Boade,2023,1999-02-03,725.0
Tess Boade,2024,1999-02-03,2049.0
Tessa Florio-Gavilsky,2016,1989-07-20,54.0
Thais Reiss,2022,1999-12-09,152.0
Thaisa Moreno,2018,1988-12-17,395.0
Thembi Kgatlana,2018,1996-05-02,376.0
Thembi Kgatlana,2023,1996-05-02,732.0
Theresa Eslund,2018,1986-07-20,1654.0
Theresa Eslund,2019,1986-07-20,1722.0
Tierna Davidson,2019,1998-09-19,1084.0
Tierna Davidson,2021,1998-09-19,1485.0
Tierna Davidson,2023,1998-09-19,1613.0
Tierna Davidson,2024,1998-09-19,1415.0
Tiffany McCarty,2016,1990-12-14,916.0
Tiffany McCarty,2018,1990-12-14,70.0
Tiffany McCarty,2019,1990-12-14,38.0
Tiffany Weimer,2016,1983-12-05,17.0
Tiffany Weimer,2017,1983-12-05,804.0
Tiffany Weimer,2018,1983-12-05,84.0
Tinaya Alexander,2022,1999-04-15,162.0
Tobin Heath,2016,1988-05-29,1159.0
Tobin Heath,2017,1988-05-29,75.0
Tobin Heath,2018,1988-05-29,1267.0
Tobin Heath,2019,1988-05-29,1093.0
Tobin Heath,2022,1988-05-29,104.0
Toni Pressley,2016,1990-02-19,1028.0
Toni Pressley,2017,1990-02-19,1218.0
Toni Pressley,2018,1990-02-19,813.0
Toni Pressley,2019,1990-02-19,828.0
Toni Pressley,2021,1990-02-19,426.0
Toni Pressley,2022,1990-02-19,1341.0
Tori Huster,2016,1989-09-23,1667.0
Tori Huster,2017,1989-09-23,1714.0
Tori Huster,2018,1989-09-23,1283.0
Tori Huster,2019,1989-09-23,1935.0
Tori Huster,2021,1989-09-23,1360.0
Tori Huster,2023,1989-09-23,19.0
Trinity Rodman,2021,2002-05-20,1726.0
Trinity Rodman,2022,2002-05-20,1504.0
Trinity Rodman,2023,2002-05-20,1635.0
Trinity Rodman,2024,2002-05-20,1770.0
Tyler Lussi,2017,1995-01-26,291.0
Tyler Lussi,2018,1995-01-26,370.0
Tyler Lussi,2019,1995-01-26,277.0
Tyler Lussi,2021,1995-01-26,153.0
Tyler Lussi,2022,1995-01-26,1460.0
Tyler Lussi,2023,1995-01-26,1124.0
Tyler Lussi,2024,1995-01-26,1482.0
Tziarra King,2021,1998-08-24,649.0
Tziarra King,2022,1998-08-24,509.0
Tziarra King,2023,1998-08-24,664.0
Tziarra King,2024,1998-08-24,1348.0
Uchenna Kanu,2023,1997-06-20,486.0
Uchenna Kanu,2024,1997-06-20,756.0
Valérie Gauvin,2022,1996-06-01,66.0
Vanessa DiBernardo,2016,1992-05-15,1785.0
Vanessa DiBernardo,2017,1992-05-15,1707.0
Vanessa DiBernardo,2018,1992-05-15,679.0
Vanessa DiBernardo,2019,1992-05-15,1547.0
Vanessa DiBernardo,2021,1992-05-15,1334.0
Vanessa DiBernardo,2022,1992-05-15,1897.0
Vanessa DiBernardo,2023,1992-05-15,961.0
Vanessa DiBernardo,2024,1992-05-15,1547.0
Vanessa Gilles,2022,1996-03-11,604.0
Vanessa Kara,2021,1996-11-27,4.0
Veronica Latsko,2018,1995-12-12,972.0
Veronica Latsko,2019,1995-12-12,117.0
Veronica Latsko,2021,1995-12-12,1275.0
Veronica Latsko,2022,1995-12-12,734.0
Veronica Latsko,2023,1995-12-12,1051.0
Veronica Latsko,2024,1995-12-12,1170.0
Verónica Boquete,2019,1987-04-09,1630.0
Victoria Pickett,2021,1996-08-12,1503.0
Victoria Pickett,2022,1996-08-12,1500.0
Victoria Pickett,2023,1996-08-12,360.0
Victoria Pickett,2024,1996-08-12,576.0
Viviana Villacorta,2022,1999-02-02,1044.0
Viviana Villacorta,2023,1999-02-02,1106.0
Viviana Villacorta,2024,1999-02-02,69.0
Wang Shuang,2022,1995-01-23,291.0
Wang Shuang,2023,1995-01-23,1311.0
Whitney Church,2016,1993-04-30,612.0
Whitney Church,2017,1993-04-30,1980.0
Whitney Church,2018,1993-04-30,1898.0
Whitney Engen,2016,1987-11-28,1260.0
Yael Averbuch,2016,1986-11-03,1788.0
Yael Averbuch,2017,1986-11-03,2045.0
Yael Averbuch,2018,1986-11-03,90.0
Yazmeen Ryan,2021,1999-02-25,273.0
Yazmeen Ryan,2022,1999-02-25,989.0
Yazmeen Ryan,2023,1999-02-25,1560.0
Yazmeen Ryan,2024,1999-02-25,1946.0
Yuki Nagasato,2017,1987-07-15,311.0
Yuki Nagasato,2018,1987-07-15,1607.0
Yuki Nagasato,2019,1987-07-15,2111.0
Yuki Nagasato,2021,1987-07-15,1655.0
Yuki Nagasato,2022,1987-07-15,1727.0
Yuki Nagasato,2023,1987-07-15,1574.0
Yuki Nagasato,2024,1987-07-15,1065.0
Yuri Kawamura,2017,1989-05-17,588.0
Yuri Kawamura,2018,1989-05-17,98.0
Zaneta Wyne,2022,1990-08-03,297.0
Zaneta Wyne,2023,1990-08-03,11.0
Zoe Burns,2024,2002-01-05,1321.0
Zoe Clark,2018,1995-02-10,90.0
Zoe Matthews,2024,2007-05-25,7.0
Zoe Morse,2021,1998-04-01,7.0
Zoe Morse,2022,1998-04-01,1889.0
Zoey Goralski,2019,1995-01-22,59.0
Zoey Goralski,2021,1995-01-22,29.0
Ángela Barón,2024,2003-09-18,12.0
Évelyne Viens,2021,1997-02-06,312.0
